date,ticker,qty,order
2005-04-25,XLP,1109,SELL
2005-04-25,XLY,670,SELL
2005-04-25,XLI,46,SELL
2005-04-25,XLV,223,BUY
2005-04-25,TLT,526,BUY
2005-05-02,SPY,132,SELL
2005-05-02,IWM,274,SELL
2005-05-02,XLE,16,BUY
2005-05-02,XLU,24,BUY
2005-05-02,XLK,309,SELL
2005-05-02,XLB,467,SELL
2005-05-02,XLP,504,SELL
2005-05-02,XLY,449,SELL
2005-05-02,XLI,80,BUY
2005-05-02,XLV,134,SELL
2005-05-02,TLT,1058,BUY
2005-05-09,SPY,350,BUY
2005-05-09,IWM,142,SELL
2005-05-09,XLE,275,SELL
2005-05-09,XLU,453,BUY
2005-05-09,XLK,9,SELL
2005-05-09,XLB,352,SELL
2005-05-09,XLP,144,BUY
2005-05-09,XLI,93,BUY
2005-05-09,XLV,226,BUY
2005-05-09,TLT,575,SELL
2005-05-16,SPY,99,SELL
2005-05-16,IWM,62,BUY
2005-05-16,XLE,163,SELL
2005-05-16,XLU,735,SELL
2005-05-16,XLK,130,BUY
2005-05-16,XLB,397,SELL
2005-05-16,XLP,45,SELL
2005-05-16,XLI,8,SELL
2005-05-16,XLV,72,BUY
2005-05-16,TLT,614,BUY
2005-05-23,SPY,314,SELL
2005-05-23,IWM,166,SELL
2005-05-23,XLE,474,SELL
2005-05-23,XLU,299,SELL
2005-05-23,XLK,646,BUY
2005-05-23,XLB,348,SELL
2005-05-23,XLP,203,BUY
2005-05-23,XLI,438,SELL
2005-05-23,XLV,225,SELL
2005-05-23,SHY,833,BUY
2005-05-23,TLT,255,SELL
2005-05-30,SPY,52,SELL
2005-05-30,IWM,72,SELL
2005-05-30,XLE,469,SELL
2005-05-30,XLU,86,SELL
2005-05-30,XLK,606,BUY
2005-05-30,XLB,241,SELL
2005-05-30,XLP,201,BUY
2005-05-30,XLI,249,SELL
2005-05-30,XLV,292,SELL
2005-05-30,SHY,1429,BUY
2005-05-30,TLT,1316,SELL
2005-06-06,SPY,67,SELL
2005-06-06,IWM,183,BUY
2005-06-06,XLE,70,SELL
2005-06-06,XLU,27,SELL
2005-06-06,XLK,170,BUY
2005-06-06,XLB,112,SELL
2005-06-06,XLP,111,SELL
2005-06-06,XLI,259,BUY
2005-06-06,XLV,221,BUY
2005-06-06,SHY,1071,BUY
2005-06-06,TLT,1506,SELL
2005-06-13,SPY,138,BUY
2005-06-13,IWM,152,BUY
2005-06-13,XLE,226,SELL
2005-06-13,XLU,293,BUY
2005-06-13,XLK,229,BUY
2005-06-13,XLB,45,SELL
2005-06-13,XLP,94,BUY
2005-06-13,XLY,142,BUY
2005-06-13,XLI,40,BUY
2005-06-13,XLV,404,SELL
2005-06-13,SHY,296,BUY
2005-06-13,TLT,677,SELL
2005-06-20,SPY,242,BUY
2005-06-20,IWM,197,BUY
2005-06-20,XLE,130,SELL
2005-06-20,XLU,806,SELL
2005-06-20,XLK,170,BUY
2005-06-20,XLP,35,SELL
2005-06-20,XLY,435,BUY
2005-06-20,XLI,132,SELL
2005-06-20,XLV,650,SELL
2005-06-20,SHY,249,SELL
2005-06-20,TLT,106,SELL
2005-06-27,SPY,573,SELL
2005-06-27,IWM,86,SELL
2005-06-27,XLE,152,BUY
2005-06-27,XLU,427,BUY
2005-06-27,XLK,185,BUY
2005-06-27,XLP,457,SELL
2005-06-27,XLY,288,BUY
2005-06-27,XLI,557,SELL
2005-06-27,XLV,157,BUY
2005-06-27,SHY,619,BUY
2005-06-27,TLT,328,BUY
2005-07-04,SPY,218,BUY
2005-07-04,IWM,194,BUY
2005-07-04,XLE,34,SELL
2005-07-04,XLU,66,BUY
2005-07-04,XLK,109,SELL
2005-07-04,XLP,542,SELL
2005-07-04,XLY,47,BUY
2005-07-04,XLI,372,SELL
2005-07-04,XLV,695,SELL
2005-07-04,XLF,166,BUY
2005-07-04,SHY,292,BUY
2005-07-04,TLT,380,SELL
2005-07-11,SPY,295,SELL
2005-07-11,IWM,216,SELL
2005-07-11,XLE,112,BUY
2005-07-11,XLU,785,SELL
2005-07-11,XLK,63,SELL
2005-07-11,XLP,209,SELL
2005-07-11,XLY,16,BUY
2005-07-11,XLI,222,SELL
2005-07-11,XLV,595,SELL
2005-07-11,XLF,303,BUY
2005-07-11,SHY,581,BUY
2005-07-11,TLT,357,BUY
2005-07-18,SPY,230,BUY
2005-07-18,IWM,47,SELL
2005-07-18,XLE,217,SELL
2005-07-18,XLU,143,SELL
2005-07-18,XLK,138,BUY
2005-07-18,XLP,65,BUY
2005-07-18,XLY,321,BUY
2005-07-18,XLI,68,SELL
2005-07-18,XLV,373,SELL
2005-07-18,XLF,765,BUY
2005-07-18,SHY,549,SELL
2005-07-18,TLT,104,BUY
2005-07-25,SPY,123,BUY
2005-07-25,IWM,246,SELL
2005-07-25,XLE,22,BUY
2005-07-25,XLU,245,SELL
2005-07-25,XLK,32,SELL
2005-07-25,XLP,69,BUY
2005-07-25,XLY,716,BUY
2005-07-25,XLI,99,BUY
2005-07-25,XLV,335,SELL
2005-07-25,XLF,432,BUY
2005-07-25,SHY,141,BUY
2005-07-25,TLT,555,SELL
2005-08-01,SPY,34,SELL
2005-08-01,IWM,227,BUY
2005-08-01,XLE,55,SELL
2005-08-01,XLU,377,BUY
2005-08-01,XLK,133,BUY
2005-08-01,XLP,226,BUY
2005-08-01,XLY,144,SELL
2005-08-01,XLI,98,BUY
2005-08-01,XLV,162,SELL
2005-08-01,XLF,354,BUY
2005-08-01,SHY,279,SELL
2005-08-01,TLT,81,SELL
2005-08-08,SPY,70,SELL
2005-08-08,IWM,127,SELL
2005-08-08,XLE,60,BUY
2005-08-08,XLU,882,SELL
2005-08-08,XLK,82,BUY
2005-08-08,XLP,184,BUY
2005-08-08,XLY,272,BUY
2005-08-08,XLI,206,BUY
2005-08-08,XLV,140,BUY
2005-08-08,XLF,66,BUY
2005-08-08,SHY,85,SELL
2005-08-08,TLT,362,BUY
2005-08-15,SPY,165,BUY
2005-08-15,IWM,138,BUY
2005-08-15,XLE,127,BUY
2005-08-15,XLU,2,BUY
2005-08-15,XLK,444,SELL
2005-08-15,XLP,28,BUY
2005-08-15,XLY,171,BUY
2005-08-15,XLI,223,SELL
2005-08-15,XLV,36,SELL
2005-08-15,XLF,306,BUY
2005-08-15,SHY,282,SELL
2005-08-15,TLT,198,SELL
2005-08-22,SPY,139,SELL
2005-08-22,IWM,57,BUY
2005-08-22,XLE,126,SELL
2005-08-22,XLU,235,BUY
2005-08-22,XLK,171,BUY
2005-08-22,XLP,146,SELL
2005-08-22,XLY,368,SELL
2005-08-22,XLI,145,SELL
2005-08-22,XLV,57,SELL
2005-08-22,XLF,477,BUY
2005-08-22,SHY,175,BUY
2005-08-22,TLT,157,BUY
2005-08-29,SPY,48,SELL
2005-08-29,IWM,54,SELL
2005-08-29,XLE,3,SELL
2005-08-29,XLU,185,BUY
2005-08-29,XLK,278,BUY
2005-08-29,XLP,119,SELL
2005-08-29,XLY,194,BUY
2005-08-29,XLI,161,SELL
2005-08-29,XLV,277,SELL
2005-08-29,XLF,630,SELL
2005-08-29,SHY,28,SELL
2005-08-29,TLT,435,BUY
2005-09-05,SPY,289,SELL
2005-09-05,IWM,195,SELL
2005-09-05,XLE,21,SELL
2005-09-05,XLU,173,BUY
2005-09-05,XLK,297,BUY
2005-09-05,XLP,143,SELL
2005-09-05,XLY,138,SELL
2005-09-05,XLI,262,SELL
2005-09-05,XLF,93,SELL
2005-09-05,SHY,423,BUY
2005-09-05,TLT,40,BUY
2005-09-12,SPY,88,SELL
2005-09-12,IWM,148,BUY
2005-09-12,XLE,35,BUY
2005-09-12,XLU,7,BUY
2005-09-12,XLK,54,BUY
2005-09-12,XLP,110,BUY
2005-09-12,XLY,419,SELL
2005-09-12,XLI,22,SELL
2005-09-12,XLF,54,SELL
2005-09-12,SHY,219,BUY
2005-09-12,TLT,234,SELL
2005-09-19,SPY,199,BUY
2005-09-19,IWM,1,BUY
2005-09-19,XLE,13,SELL
2005-09-19,XLU,118,BUY
2005-09-19,XLK,92,SELL
2005-09-19,XLP,184,BUY
2005-09-19,XLY,36,SELL
2005-09-19,XLI,35,BUY
2005-09-19,XLF,66,SELL
2005-09-19,SHY,50,SELL
2005-09-19,TLT,196,SELL
2005-09-26,SPY,131,BUY
2005-09-26,IWM,30,SELL
2005-09-26,XLE,104,BUY
2005-09-26,XLU,58,SELL
2005-09-26,XLK,102,SELL
2005-09-26,XLP,73,SELL
2005-09-26,XLY,425,SELL
2005-09-26,XLI,243,SELL
2005-09-26,XLF,134,SELL
2005-09-26,SHY,247,BUY
2005-09-26,TLT,69,BUY
2005-10-03,SPY,180,BUY
2005-10-03,IWM,108,BUY
2005-10-03,XLE,46,SELL
2005-10-03,XLU,95,BUY
2005-10-03,XLK,194,SELL
2005-10-03,XLP,129,BUY
2005-10-03,XLY,90,SELL
2005-10-03,XLI,151,BUY
2005-10-03,XLF,225,SELL
2005-10-03,SHY,451,SELL
2005-10-03,TLT,40,BUY
2005-10-10,SPY,131,SELL
2005-10-10,IWM,182,SELL
2005-10-10,XLE,263,BUY
2005-10-10,XLU,628,SELL
2005-10-10,XLK,168,SELL
2005-10-10,XLP,168,BUY
2005-10-10,XLY,5,SELL
2005-10-10,XLI,50,SELL
2005-10-10,XLF,424,BUY
2005-10-10,SHY,216,BUY
2005-10-10,TLT,459,BUY
2005-10-17,SPY,48,BUY
2005-10-17,IWM,31,BUY
2005-10-17,XLE,220,BUY
2005-10-17,XLU,263,BUY
2005-10-17,XLK,12,SELL
2005-10-17,XLP,613,SELL
2005-10-17,XLY,356,SELL
2005-10-17,XLI,18,BUY
2005-10-17,XLF,102,BUY
2005-10-17,SHY,139,SELL
2005-10-17,TLT,357,BUY
2005-10-24,SPY,537,SELL
2005-10-24,IWM,210,BUY
2005-10-24,XLE,436,BUY
2005-10-24,XLU,521,BUY
2005-10-24,XLK,54,SELL
2005-10-24,XLP,69,SELL
2005-10-24,XLY,376,SELL
2005-10-24,XLI,69,SELL
2005-10-24,XLF,12,SELL
2005-10-24,SHY,386,BUY
2005-10-24,TLT,95,BUY
2005-10-31,SPY,68,BUY
2005-10-31,IWM,221,BUY
2005-10-31,XLE,455,BUY
2005-10-31,XLU,528,BUY
2005-10-31,XLK,315,SELL
2005-10-31,XLY,245,SELL
2005-10-31,XLI,345,SELL
2005-10-31,XLF,67,BUY
2005-10-31,SHY,78,SELL
2005-10-31,TLT,410,SELL
2005-11-07,SPY,635,BUY
2005-11-07,IWM,132,BUY
2005-11-07,XLE,204,BUY
2005-11-07,XLU,193,BUY
2005-11-07,XLK,3,BUY
2005-11-07,XLI,26,SELL
2005-11-07,XLF,695,BUY
2005-11-07,SHY,1090,SELL
2005-11-07,TLT,537,SELL
2005-11-14,SPY,966,BUY
2005-11-14,IWM,662,BUY
2005-11-14,XLE,45,BUY
2005-11-14,XLU,349,BUY
2005-11-14,XLK,755,BUY
2005-11-14,XLI,444,BUY
2005-11-14,XLF,289,BUY
2005-11-14,SHY,1252,SELL
2005-11-14,TLT,1661,SELL
2005-11-21,SPY,290,BUY
2005-11-21,IWM,268,SELL
2005-11-21,XLE,332,SELL
2005-11-21,XLU,114,SELL
2005-11-21,XLK,473,BUY
2005-11-21,XLB,383,BUY
2005-11-21,XLI,971,BUY
2005-11-21,XLF,70,SELL
2005-11-21,SHY,370,SELL
2005-11-21,TLT,483,SELL
2005-11-28,SPY,239,SELL
2005-11-28,IWM,178,SELL
2005-11-28,XLE,680,SELL
2005-11-28,XLU,577,SELL
2005-11-28,XLK,196,BUY
2005-11-28,XLB,936,BUY
2005-11-28,XLY,272,BUY
2005-11-28,XLI,779,BUY
2005-11-28,XLF,141,SELL
2005-11-28,SHY,83,BUY
2005-11-28,TLT,70,SELL
2005-12-05,SPY,503,SELL
2005-12-05,IWM,43,SELL
2005-12-05,XLE,125,SELL
2005-12-05,XLU,205,BUY
2005-12-05,XLK,252,SELL
2005-12-05,XLB,306,BUY
2005-12-05,XLY,343,BUY
2005-12-05,XLI,394,BUY
2005-12-05,XLF,114,SELL
2005-12-05,SHY,461,BUY
2005-12-05,TLT,37,BUY
2005-12-12,SPY,76,BUY
2005-12-12,IWM,120,BUY
2005-12-12,XLE,213,SELL
2005-12-12,XLU,315,SELL
2005-12-12,XLK,135,SELL
2005-12-12,XLB,448,BUY
2005-12-12,XLY,296,BUY
2005-12-12,XLI,154,SELL
2005-12-12,XLF,88,SELL
2005-12-12,SHY,138,BUY
2005-12-12,TLT,345,SELL
2005-12-19,SPY,167,SELL
2005-12-19,IWM,57,SELL
2005-12-19,XLE,230,SELL
2005-12-19,XLU,466,SELL
2005-12-19,XLK,92,BUY
2005-12-19,XLB,75,SELL
2005-12-19,XLP,20,BUY
2005-12-19,XLY,359,BUY
2005-12-19,XLI,239,BUY
2005-12-19,XLV,855,BUY
2005-12-19,XLF,330,SELL
2005-12-19,SHY,154,BUY
2005-12-19,TLT,147,SELL
2005-12-26,SPY,63,BUY
2005-12-26,IWM,328,SELL
2005-12-26,XLE,154,SELL
2005-12-26,XLU,231,SELL
2005-12-26,XLK,522,SELL
2005-12-26,XLB,524,SELL
2005-12-26,XLP,256,BUY
2005-12-26,XLY,21,SELL
2005-12-26,XLI,229,SELL
2005-12-26,XLV,1178,BUY
2005-12-26,XLF,14,BUY
2005-12-26,SHY,135,BUY
2005-12-26,TLT,45,BUY
2006-01-02,SPY,469,SELL
2006-01-02,IWM,61,SELL
2006-01-02,XLE,19,BUY
2006-01-02,XLU,354,BUY
2006-01-02,XLK,96,SELL
2006-01-02,XLB,27,BUY
2006-01-02,XLP,105,SELL
2006-01-02,XLY,60,BUY
2006-01-02,XLI,108,BUY
2006-01-02,XLV,234,BUY
2006-01-02,XLF,193,BUY
2006-01-02,SHY,486,BUY
2006-01-02,TLT,239,BUY
2006-01-09,SPY,680,SELL
2006-01-09,IWM,118,SELL
2006-01-09,XLE,90,BUY
2006-01-09,XLU,335,SELL
2006-01-09,XLK,859,SELL
2006-01-09,XLB,24,SELL
2006-01-09,XLP,3,BUY
2006-01-09,XLY,57,BUY
2006-01-09,XLI,623,BUY
2006-01-09,XLV,117,BUY
2006-01-09,XLF,155,SELL
2006-01-09,SHY,598,BUY
2006-01-09,TLT,188,BUY
2006-01-16,SPY,234,BUY
2006-01-16,IWM,123,BUY
2006-01-16,XLE,162,SELL
2006-01-16,XLU,66,BUY
2006-01-16,XLK,67,BUY
2006-01-16,XLB,234,SELL
2006-01-16,XLP,73,BUY
2006-01-16,XLY,77,BUY
2006-01-16,XLI,444,SELL
2006-01-16,XLV,274,BUY
2006-01-16,XLF,63,BUY
2006-01-16,SHY,150,SELL
2006-01-16,TLT,276,SELL
2006-01-23,SPY,371,SELL
2006-01-23,IWM,65,BUY
2006-01-23,XLE,239,BUY
2006-01-23,XLU,427,BUY
2006-01-23,XLK,344,SELL
2006-01-23,XLB,4,SELL
2006-01-23,XLP,207,SELL
2006-01-23,XLY,86,SELL
2006-01-23,XLI,738,SELL
2006-01-23,XLV,426,SELL
2006-01-23,XLF,438,SELL
2006-01-23,SHY,904,BUY
2006-01-23,TLT,282,BUY
2006-01-30,SPY,135,BUY
2006-01-30,IWM,98,BUY
2006-01-30,XLE,68,SELL
2006-01-30,XLU,426,SELL
2006-01-30,XLK,36,BUY
2006-01-30,XLB,23,BUY
2006-01-30,XLP,160,BUY
2006-01-30,XLY,98,BUY
2006-01-30,XLI,32,BUY
2006-01-30,XLV,18,SELL
2006-01-30,XLF,178,SELL
2006-01-30,SHY,107,SELL
2006-01-30,TLT,337,SELL
2006-02-06,SPY,69,SELL
2006-02-06,IWM,134,SELL
2006-02-06,XLE,22,BUY
2006-02-06,XLU,97,BUY
2006-02-06,XLK,108,BUY
2006-02-06,XLB,210,BUY
2006-02-06,XLP,186,BUY
2006-02-06,XLY,277,BUY
2006-02-06,XLI,214,BUY
2006-02-06,XLV,240,BUY
2006-02-06,XLF,344,BUY
2006-02-06,SHY,90,BUY
2006-02-06,TLT,304,SELL
2006-02-13,SPY,166,BUY
2006-02-13,IWM,4,BUY
2006-02-13,XLE,19,SELL
2006-02-13,XLU,305,BUY
2006-02-13,XLK,120,SELL
2006-02-13,XLB,156,SELL
2006-02-13,XLP,188,SELL
2006-02-13,XLY,19,BUY
2006-02-13,XLI,233,BUY
2006-02-13,XLV,195,SELL
2006-02-13,XLF,144,BUY
2006-02-13,SHY,159,SELL
2006-02-13,TLT,85,SELL
2006-02-20,SPY,51,BUY
2006-02-20,IWM,47,BUY
2006-02-20,XLE,96,SELL
2006-02-20,XLU,19,SELL
2006-02-20,XLK,15,SELL
2006-02-20,XLB,106,SELL
2006-02-20,XLP,36,BUY
2006-02-20,XLY,91,SELL
2006-02-20,XLI,334,BUY
2006-02-20,XLV,73,BUY
2006-02-20,XLF,62,SELL
2006-02-20,SHY,333,SELL
2006-02-20,TLT,22,SELL
2006-02-27,SPY,217,BUY
2006-02-27,IWM,116,BUY
2006-02-27,XLE,115,SELL
2006-02-27,XLU,340,BUY
2006-02-27,XLK,17,SELL
2006-02-27,XLB,172,BUY
2006-02-27,XLP,94,BUY
2006-02-27,XLY,116,SELL
2006-02-27,XLI,138,SELL
2006-02-27,XLV,79,SELL
2006-02-27,XLF,440,SELL
2006-02-27,SHY,350,SELL
2006-03-06,SPY,42,BUY
2006-03-06,IWM,213,SELL
2006-03-06,XLE,22,BUY
2006-03-06,XLU,185,BUY
2006-03-06,XLK,78,SELL
2006-03-06,XLB,115,BUY
2006-03-06,XLP,86,BUY
2006-03-06,XLY,137,SELL
2006-03-06,XLI,3,SELL
2006-03-06,XLV,65,SELL
2006-03-06,XLF,223,BUY
2006-03-06,SHY,93,BUY
2006-03-13,SPY,50,BUY
2006-03-13,IWM,158,SELL
2006-03-13,XLE,49,SELL
2006-03-13,XLU,526,SELL
2006-03-13,XLK,15,BUY
2006-03-13,XLB,94,SELL
2006-03-13,XLP,298,BUY
2006-03-13,XLY,276,SELL
2006-03-13,XLI,304,BUY
2006-03-13,XLV,85,BUY
2006-03-13,XLF,164,BUY
2006-03-13,SHY,205,BUY
2006-03-20,SPY,30,BUY
2006-03-20,IWM,85,BUY
2006-03-20,XLE,141,SELL
2006-03-20,XLU,270,SELL
2006-03-20,XLK,34,SELL
2006-03-20,XLB,25,SELL
2006-03-20,XLP,437,BUY
2006-03-20,XLY,67,SELL
2006-03-20,XLI,493,SELL
2006-03-20,XLV,89,BUY
2006-03-20,XLF,46,BUY
2006-03-20,SHY,193,SELL
2006-03-27,SPY,133,BUY
2006-03-27,IWM,164,SELL
2006-03-27,XLE,62,SELL
2006-03-27,XLU,348,SELL
2006-03-27,XLK,178,BUY
2006-03-27,XLB,38,BUY
2006-03-27,XLP,127,BUY
2006-03-27,XLY,68,BUY
2006-03-27,XLI,107,BUY
2006-03-27,XLV,191,SELL
2006-03-27,XLF,96,SELL
2006-03-27,SHY,40,BUY
2006-04-03,SPY,180,BUY
2006-04-03,IWM,62,BUY
2006-04-03,XLE,71,BUY
2006-04-03,XLU,265,SELL
2006-04-03,XLK,139,SELL
2006-04-03,XLB,1,BUY
2006-04-03,XLP,158,SELL
2006-04-03,XLY,270,SELL
2006-04-03,XLI,91,BUY
2006-04-03,XLV,259,SELL
2006-04-03,XLF,98,BUY
2006-04-03,SHY,47,SELL
2006-04-10,SPY,166,SELL
2006-04-10,IWM,70,BUY
2006-04-10,XLE,175,BUY
2006-04-10,XLU,578,SELL
2006-04-10,XLK,247,BUY
2006-04-10,XLB,111,BUY
2006-04-10,XLP,25,SELL
2006-04-10,XLY,213,SELL
2006-04-10,XLI,582,BUY
2006-04-10,XLV,381,SELL
2006-04-10,XLF,14,SELL
2006-04-10,SHY,188,BUY
2006-04-17,SPY,194,BUY
2006-04-17,IWM,52,SELL
2006-04-17,XLE,99,BUY
2006-04-17,XLU,195,SELL
2006-04-17,XLK,197,BUY
2006-04-17,XLB,277,BUY
2006-04-17,XLP,237,SELL
2006-04-17,XLY,327,SELL
2006-04-17,XLI,173,BUY
2006-04-17,XLV,730,SELL
2006-04-17,XLF,210,BUY
2006-04-17,SHY,3,SELL
2006-04-24,SPY,66,SELL
2006-04-24,IWM,59,BUY
2006-04-24,XLE,232,BUY
2006-04-24,XLU,280,SELL
2006-04-24,XLK,157,SELL
2006-04-24,XLB,60,BUY
2006-04-24,XLP,201,SELL
2006-04-24,XLY,322,SELL
2006-04-24,XLI,858,SELL
2006-04-24,XLV,801,SELL
2006-04-24,XLF,2,BUY
2006-04-24,SHY,535,BUY
2006-05-01,SPY,318,BUY
2006-05-01,IWM,134,BUY
2006-05-01,XLE,58,SELL
2006-05-01,XLU,121,SELL
2006-05-01,XLK,220,SELL
2006-05-01,XLB,93,SELL
2006-05-01,XLP,358,BUY
